name,booth,homepage,categories,overview,partner_url
MoCon,hall1 Booth K12-006,https://www.moconlab.com/,"Mobility & Smart Cities, Space, Aeronautics & Defense, Industry & Supply Chain","Journey Toward the IoT and motion control
-Providing a Versatile Platform for Controlling Various Devices
-Enhancing User Convenience through AI System Integration
-Delivering Industrial Applications Tailored to Customer Needs",https://vivatechnology.com/partners/mocon
MOF TECH Research & Development,hall2 Booth R14-016,https://moftech.co/,"Food & Agriculture, Climate Tech, Energy","MOF TECH R&D creates innovative Metal-Organic Frameworks (MOFs) for Regenerative Agriculture. These porous nanostructures deliver smart fertilization, soil conditioning & carbon sequestration for sustainable farm productivity.",https://vivatechnology.com/partners/mof-tech-research-development
MOODIFY,hall1 Booth B30-019,https://www.moodify.fr/,"Healthcare & Wellness, Retail & E-commerce, Marketing & Advertising","Moodify: The 2-in-1 solution combining food supplements and an app to help reduce stress, improve mood and boost focus. Science + psychology for lasting well-being.",https://vivatechnology.com/partners/moodify-2
Move2.digital,hall1 Booth F53-005,https://innovfast.move2.digital/,"Artificial Intelligence, Growth & Investment, Data Management & CRM","INNOVFAST
Accelerate and de-risk your innovations with AI
Validate your innovation opportunities with AI in less than 30 days.
AI GENERATES innovation for your growth. New products, new services, new markets.",https://vivatechnology.com/partners/move2digital
MoveR,hall1 Booth J33-006,https://mover-vr.com,"Healthcare & Wellness, EdTech, XR & Metaverse","MoveR transforms daily challenges into playful victories for neurodivergent individuals — through a mobile, headset-free app that blends immersive technology, movement, and neuroscience.",https://vivatechnology.com/partners/mover
MSINSIGHT,hall1 Booth G50-016,https://www.msinsight.tech,"Artificial Intelligence, Healthcare & Wellness, Growth & Investment","MSInsight is a precision oncology startup using AI and genomics to guide cancer treatment. Its platform, MSIcare, detects microsatellite instability (MSI) to identify patients likely to respond to immunotherapy and support personalized care decisions.",https://vivatechnology.com/partners/msinsight
Munera Intelligence inc.,hall1 Booth K40-065,,"Artificial Intelligence, Data Management & CRM, Mobility & Smart Cities",Urban Development Intelligence,https://vivatechnology.com/partners/munera-intelligence-inc
Myant,hall1 Booth K40-066,https://myant.ca/,"Healthcare & Wellness, Growth & Investment, Deep Tech & Quantum Computing","Myant is a pioneer in connectivity solutions integrating sensors and actuators into everyday textiles—known as Textile Computing™. This creates smart fabrics that sense and react to the human body, enabling real-time health monitoring and therapeutics.",https://vivatechnology.com/partners/myant
MyAutoData (MAUD),hall1 Booth D11-035,https://market.myautodata.com,"Data Management & CRM, Mobility & Smart Cities, Marketing & Advertising","MAUD is a privacy-first data platform and marketplace for automotive and mobility sectors. It enables compliant, consent-based data sharing, delivers data-driven leads, enhances customer engagement, drives value creation and builds trust.",https://vivatechnology.com/partners/myautodata-maud
MYCEL Inc.,hall1 Booth D44-009,https://mycelproject.com,"Luxury, Fashion & Cosmetics, Mobility & Smart Cities, Marketing & Advertising","MYCEL is a Korean startup creating biodegradable mycelium-based materials. By controlling growth conditions, it offers sustainable, high-performance alternatives for fashion, interiors, and mobility industries.",https://vivatechnology.com/partners/mycel-inc
MYNERVA,hall1 Booth B38-011,https://x.com/MYNERVAMEDICAL,"Artificial Intelligence, Healthcare & Wellness, Robotics",MYNERVA develops Leia: an AI-neuroprosthesis in the form of a smart sock that allows patients with diabetic neuropathy to reduce pain and prevent falls.,https://vivatechnology.com/partners/mynerva
MYOTHESIS,hall1 Booth A08-030,https://myothesis.com,"Artificial Intelligence, EdTech, Industry & Supply Chain","We digitize manual professionals know-how to preserve it and ensure its transmission over time, making it accessible for training, heritage conservation, and skill development.",https://vivatechnology.com/partners/myothesis
Mythamin,hall1 Booth A08-037,https://mythamin.com/,"Healthcare & Wellness, Retail & E-commerce, Industry & Supply Chain","Most people take vitamins blindly. You won't. Mythamin creates personalized packs based on your lifestyle or blood test results - no guesswork, just real support for your energy, focus, and long-term health. Feel the difference.",https://vivatechnology.com/partners/mythamin
NANOZ,hall1 Booth B30-025,,"Healthcare & Wellness, Industry & Supply Chain, Space, Aeronautics & Defense","Nanoz unveils its AI-powered gas sensor. This breakthrough breath analyzer detects early-stage diseases like lung cancer, diabetes, and COPD by identifying VOC biomarkers with unmatched sensitivity.",https://vivatechnology.com/partners/nanoz
NEBULA,hall1 Booth D11-065,https://nebulabio.tech,"Artificial Intelligence, Deep Tech & Quantum Computing, Consulting & B2B services","NEBULA has developed a dataset free, physics-based AI tech that reveals the full range of conformations of any therapeutic target. This allows one to reveal hidden cryptic and drug binding sites, creating new possibilities in drug discovery.",https://vivatechnology.com/partners/nebula
NEBULONE,hall1 Booth D37-030,https://www.nebulone.fr,Mobility & Smart Cities,"We connect businesses with drone pilots for efficient, secure, and professional missions.",https://vivatechnology.com/partners/nebulone
Neomi,hall1 Booth D01-009,https://neomi.app,"Artificial Intelligence, Food & Agriculture, Retail & E-commerce",AI e-commerce assistant that automatically buys groceries for users,https://vivatechnology.com/partners/neomi
Neural Balance Innovation,hall1 Booth D41-018,https://www.nbi.fr,"Space, Aeronautics & Defense, Healthcare & Wellness","NBI creates gentle, painless inner-ear stimulation to reduce VR motion sickness and enhance balance. Our Stimbox simulates movement, enabling extended VR use and improving pilot training.",https://vivatechnology.com/partners/neural-balance-innovation
Neuralk-AI,hall1 Booth J50-009,https://www.neuralk-ai.com/,"Artificial Intelligence, Retail & E-commerce","We are building the first Tabular Foundation Model for Commerce, enabling Data teams to improve the accuracy of their predictions from tabular data (like products, transactions...) on use cases such as assortment optimization,  product catalog cleaning...",https://vivatechnology.com/partners/neuralk-ai
NeuralTeks,hall1 Booth D41-019,https://neuralteks.com,Artificial Intelligence,"NeuralTeks is a deeptech company revolutionizing microbiological diagnostics through AI and Raman spectroscopy. Our SaaS platform enables laboratories in healthcare, pharma, and food safety to detect pathogens in minutes instead of days, without cultures.",https://vivatechnology.com/partners/neuralteks
NEWAVE,hall1 Booth D41-020,https://www.newavesurf.fr,"Marketing & Advertising, Sports, Retail & E-commerce","We create modular surfboards that fit in a backpack, solving transportation challenges for surfers.",https://vivatechnology.com/partners/newave
Next Modular Vehicles,hall1 Booth D26-001,https://www.next-future-mobility.com/,"Robotics, Mobility & Smart Cities, Artificial Intelligence","Next develops modular electric vehicles that can connect and disconnect while driving, allowing passengers to switch between vehicles during transit. Our patented technology optimizes fleet usage, resulting in up to 60% savings in costs and consumption.",https://vivatechnology.com/partners/next-modular-vehicles
NEYOS,hall1 Booth G50-018,https://neyos.fr/,"Consulting & B2B services, Industry & Supply Chain, Mobility & Smart Cities","NEYOS develops and produces geolocated alert devices combining cellular network and 5G satellite. OTRAC, the first solution in the range, addresses multiple challenges: personal protection, logistics supervision, vehicle tracking, etc.",https://vivatechnology.com/partners/neyos
Ninewatt,hall1 Booth D44-010,https://ninewatt.com/main,"Fintech, Banking & Crypto, Energy, Climate Tech","Ninewatt is a smart city startup developing AI-based building energy analysis and optimisation solutions. We are seeking collaboration with real estate, asset management companies, and financial institutions to launch solutions in the French market.",https://vivatechnology.com/partners/ninewatt
Niverbec,hall1 Booth C15-031,https://www.niverbec.com/,"Healthcare & Wellness, Artificial Intelligence","Niver is an intelligent system that supports healthcare assistance in emergency situations, improving communication between patients and operators, anywhere and in any condition.",https://vivatechnology.com/partners/niverbec
NOULA,hall1 Booth H49-006,https://nou-la.com/,"Artificial Intelligence, Mobility & Smart Cities, Marketing & Advertising","NOULA reinvents mobility with real-time ride-sharing via WhatsApp. Our conversational AI connects drivers and passengers instantly—no app, no friction. Smart, social, and ultra-local. Mobility made simple, human, and accessible.",https://vivatechnology.com/partners/noula
